_id,FECHA,TEMPERATURA,PRECIPITACION,VIENTO,DISTRITO
123,2024-05-02T00:00:00Z,7.5,0.0,0,28079102
124,2024-05-03T00:00:00Z,10.1,0.0,0,28079102
125,2024-05-04T00:00:00Z,13.1,0.0,0,28079102
126,2024-05-05T00:00:00Z,12.9,2.8,0,28079102
127,2024-05-06T00:00:00Z,12.3,0.5,0,28079102
128,2024-05-07T00:00:00Z,12.8,0.0,0,28079102
129,2024-05-08T00:00:00Z,13.6,0.0,0,28079102
130,2024-05-09T00:00:00Z,16.7,0.0,0,28079102
131,2024-05-10T00:00:00Z,18.4,0.0,0,28079102
132,2024-05-11T00:00:00Z,18.1,0.0,0,28079102
133,2024-05-12T00:00:00Z,18.8,0.0,0,28079102
134,2024-05-13T00:00:00Z,18.7,0.0,0,28079102
135,2024-05-14T00:00:00Z,12.2,0.7,0,28079102
136,2024-05-15T00:00:00Z,10.8,0.0,0,28079102
137,2024-05-16T00:00:00Z,10.5,0.0,0,28079102
138,2024-05-17T00:00:00Z,11.8,0.0,0,28079102
139,2024-05-18T00:00:00Z,13.5,0.0,0,28079102
140,2024-05-19T00:00:00Z,13.0,0.0,0,28079102
141,2024-05-20T00:00:00Z,12.0,0.0,0,28079102
142,2024-05-21T00:00:00Z,12.5,2.4,0,28079102
143,2024-05-22T00:00:00Z,13.4,0.0,0,28079102
144,2024-05-23T00:00:00Z,14.9,0.0,0,28079102
145,2024-05-24T00:00:00Z,16.6,0.0,0,28079102
146,2024-05-25T00:00:00Z,18.6,0.0,0,28079102
147,2024-05-26T00:00:00Z,19.1,0.0,0,28079102
148,2024-05-27T00:00:00Z,20.3,0.0,0,28079102
149,2024-05-28T00:00:00Z,20.0,0.0,0,28079102
150,2024-05-29T00:00:00Z,22.9,0.0,0,28079102
151,2024-05-30T00:00:00Z,23.2,0.0,0,28079102
152,2024-05-31T00:00:00Z,18.1,0.0,0,28079102
153,2024-06-01T00:00:00Z,15.3,0.0,0,28079102
154,2024-06-02T00:00:00Z,16.3,0.0,0,28079102
155,2024-06-03T00:00:00Z,18.3,0.0,0,28079102
156,2024-06-04T00:00:00Z,20.5,0.0,0,28079102
157,2024-06-05T00:00:00Z,23.1,0.0,0,28079102
158,2024-06-06T00:00:00Z,23.9,2.0,0,28079102
159,2024-06-07T00:00:00Z,23.3,0.0,0,28079102
160,2024-06-08T00:00:00Z,16.5,4.3,0,28079102
161,2024-06-09T00:00:00Z,16.1,0.0,0,28079102
162,2024-06-10T00:00:00Z,13.0,12.4,0,28079102
163,2024-06-11T00:00:00Z,15.0,0.0,0,28079102
164,2024-06-12T00:00:00Z,15.2,0.4,0,28079102
165,2024-06-13T00:00:00Z,16.9,0.0,0,28079102
166,2024-06-14T00:00:00Z,20.7,0.0,0,28079102
167,2024-06-15T00:00:00Z,19.9,0.0,0,28079102
168,2024-06-16T00:00:00Z,20.0,0.0,0,28079102
169,2024-06-17T00:00:00Z,20.5,0.0,0,28079102
170,2024-06-18T00:00:00Z,17.8,0.7,0,28079102
171,2024-06-19T00:00:00Z,15.5,0.2,0,28079102
172,2024-06-20T00:00:00Z,13.1,8.8,0,28079102
173,2024-06-21T00:00:00Z,17.9,0.0,0,28079102
174,2024-06-22T00:00:00Z,20.6,0.0,0,28079102
175,2024-06-23T00:00:00Z,20.2,0.0,0,28079102
176,2024-06-24T00:00:00Z,21.5,0.0,0,28079102
177,2024-06-25T00:00:00Z,23.8,0.0,0,28079102
178,2024-06-26T00:00:00Z,21.6,0.2,0,28079102
179,2024-06-27T00:00:00Z,23.3,0.0,0,28079102
180,2024-06-28T00:00:00Z,19.2,0.0,0,28079102
181,2024-06-29T00:00:00Z,15.5,0.7,0,28079102
182,2024-06-30T00:00:00Z,17.8,0.0,0,28079102
183,2024-07-01T00:00:00Z,20.1,0.0,0,28079102
184,2024-07-02T00:00:00Z,19.9,0.0,0,28079102
185,2024-07-03T00:00:00Z,22.7,0.0,0,28079102
186,2024-07-04T00:00:00Z,26.1,0.0,0,28079102
187,2024-07-05T00:00:00Z,26.7,0.0,0,28079102
188,2024-07-06T00:00:00Z,24.7,0.0,0,28079102
189,2024-07-07T00:00:00Z,20.4,0.0,0,28079102
190,2024-07-08T00:00:00Z,22.7,0.0,0,28079102
191,2024-07-09T00:00:00Z,23.1,0.0,0,28079102
192,2024-07-10T00:00:00Z,24.2,0.0,0,28079102
193,2024-07-11T00:00:00Z,25.9,0.0,0,28079102
194,2024-07-12T00:00:00Z,24.4,0.0,0,28079102
195,2024-07-13T00:00:00Z,22.7,0.0,0,28079102
196,2024-07-14T00:00:00Z,23.2,0.0,0,28079102
197,2024-07-15T00:00:00Z,22.0,0.0,0,28079102
198,2024-07-16T00:00:00Z,22.7,0.0,0,28079102
199,2024-07-17T00:00:00Z,24.7,0.0,0,28079102
200,2024-07-18T00:00:00Z,25.9,0.0,0,28079102
201,2024-07-19T00:00:00Z,27.7,0.0,0,28079102
202,2024-07-20T00:00:00Z,26.0,0.0,0,28079102
203,2024-07-21T00:00:00Z,23.0,0.0,0,28079102
204,2024-07-22T00:00:00Z,23.3,0.0,0,28079102
205,2024-07-23T00:00:00Z,27.3,0.0,0,28079102
206,2024-07-24T00:00:00Z,29.4,0.0,0,28079102
207,2024-07-25T00:00:00Z,29.2,0.0,0,28079102
208,2024-07-26T00:00:00Z,27.5,0.0,0,28079102
209,2024-07-27T00:00:00Z,27.9,0.0,0,28079102
210,2024-07-28T00:00:00Z,27.8,0.0,0,28079102
211,2024-07-29T00:00:00Z,26.5,0.0,0,28079102
212,2024-07-30T00:00:00Z,27.2,0.0,0,28079102
213,2024-07-31T00:00:00Z,27.8,0.0,0,28079102
640,2024-01-01T00:00:00Z,3.9,0.0,0,28079103
641,2024-01-02T00:00:00Z,2.9,0.1,0,28079103
642,2024-01-03T00:00:00Z,8.2,1.7,0,28079103
643,2024-01-04T00:00:00Z,7.3,4.0,0,28079103
644,2024-01-05T00:00:00Z,4.9,1.5,0,28079103
645,2024-01-06T00:00:00Z,4.2,0.0,0,28079103
646,2024-01-07T00:00:00Z,3.2,0.0,0,28079103
647,2024-01-08T00:00:00Z,1.3,0.0,0,28079103
648,2024-01-09T00:00:00Z,3.5,0.0,0,28079103
649,2024-01-10T00:00:00Z,3.7,0.9,0,28079103
650,2024-01-11T00:00:00Z,2.9,0.0,0,28079103
651,2024-01-12T00:00:00Z,1.6,0.0,0,28079103
652,2024-01-13T00:00:00Z,2.8,0.0,0,28079103
653,2024-01-14T00:00:00Z,4.6,1.6,0,28079103
654,2024-01-15T00:00:00Z,9.2,3.8,0,28079103
655,2024-01-16T00:00:00Z,10.8,0.0,0,28079103
656,2024-01-17T00:00:00Z,9.0,8.9,0,28079103
657,2024-01-18T00:00:00Z,9.0,0.4,0,28079103
658,2024-01-19T00:00:00Z,4.6,30.2,0,28079103
659,2024-01-20T00:00:00Z,4.2,0.0,0,28079103
660,2024-01-21T00:00:00Z,5.1,0.0,0,28079103
661,2024-01-22T00:00:00Z,3.4,0.0,0,28079103
662,2024-01-23T00:00:00Z,6.2,0.0,0,28079103
663,2024-01-24T00:00:00Z,8.0,0.0,0,28079103
664,2024-01-25T00:00:00Z,7.8,0.0,0,28079103
665,2024-01-26T00:00:00Z,8.6,0.0,0,28079103
666,2024-01-27T00:00:00Z,8.5,0.0,0,28079103
667,2024-01-28T00:00:00Z,7.8,0.0,0,28079103
668,2024-01-29T00:00:00Z,7.8,0.0,0,28079103
669,2024-01-30T00:00:00Z,5.9,0.0,0,28079103
670,2024-01-31T00:00:00Z,4.2,0.0,0,28079103
671,2024-02-01T00:00:00Z,6.9,0.0,0,28079103
672,2024-02-02T00:00:00Z,6.8,0.0,0,28079103
673,2024-02-03T00:00:00Z,6.8,0.0,0,28079103
674,2024-02-04T00:00:00Z,6.6,0.0,0,28079103
675,2024-02-05T00:00:00Z,5.8,0.0,0,28079103
676,2024-02-06T00:00:00Z,6.7,0.0,0,28079103
677,2024-02-07T00:00:00Z,6.6,0.0,0,28079103
678,2024-02-08T00:00:00Z,7.3,0.4,0,28079103
679,2024-02-09T00:00:00Z,7.3,10.7,0,28079103
680,2024-02-10T00:00:00Z,5.7,0.2,0,28079103
681,2024-02-11T00:00:00Z,3.2,0.0,0,28079103
682,2024-02-12T00:00:00Z,7.3,0.1,0,28079103
683,2024-02-13T00:00:00Z,9.8,0.0,0,28079103
684,2024-02-14T00:00:00Z,6.2,0.0,0,28079103
685,2024-02-15T00:00:00Z,0.0,0.0,0,28079103
686,2024-02-16T00:00:00Z,0.0,0.0,0,28079103
687,2024-02-17T00:00:00Z,0.0,0.0,0,28079103
688,2024-02-18T00:00:00Z,0.0,0.0,0,28079103
689,2024-02-19T00:00:00Z,14.3,0.0,0,28079103
690,2024-02-20T00:00:00Z,10.5,0.0,0,28079103
691,2024-02-21T00:00:00Z,7.6,0.0,0,28079103
692,2024-02-22T00:00:00Z,8.2,3.1,0,28079103
693,2024-02-23T00:00:00Z,4.5,0.0,0,28079103
694,2024-02-24T00:00:00Z,4.3,0.0,0,28079103
695,2024-02-25T00:00:00Z,7.2,0.4,0,28079103
696,2024-02-26T00:00:00Z,6.5,0.0,0,28079103
697,2024-02-27T00:00:00Z,5.4,0.0,0,28079103
698,2024-02-28T00:00:00Z,6.3,0.0,0,28079103
699,2024-02-29T00:00:00Z,5.8,0.0,0,28079103
700,2024-03-01T00:00:00Z,5.6,0.0,0,28079103
701,2024-03-02T00:00:00Z,4.0,9.1,0,28079103
702,2024-03-03T00:00:00Z,4.0,0.0,0,28079103
703,2024-03-04T00:00:00Z,6.7,0.0,0,28079103
704,2024-03-05T00:00:00Z,7.2,0.0,0,28079103
705,2024-03-06T00:00:00Z,6.1,0.0,0,28079103
706,2024-03-07T00:00:00Z,5.3,4.5,0,28079103
707,2024-03-08T00:00:00Z,4.7,8.7,0,28079103
708,2024-03-09T00:00:00Z,3.7,5.0,0,28079103
709,2024-03-10T00:00:00Z,5.6,3.6,0,28079103
710,2024-03-11T00:00:00Z,7.5,0.0,0,28079103
711,2024-03-12T00:00:00Z,7.6,0.0,0,28079103
712,2024-03-13T00:00:00Z,9.3,0.0,0,28079103
713,2024-03-14T00:00:00Z,8.7,0.0,0,28079103
714,2024-03-15T00:00:00Z,10.0,0.0,0,28079103
715,2024-03-16T00:00:00Z,10.1,0.0,0,28079103
716,2024-03-17T00:00:00Z,12.5,0.0,0,28079103
717,2024-03-18T00:00:00Z,12.8,0.0,0,28079103
718,2024-03-19T00:00:00Z,14.6,0.0,0,28079103
719,2024-03-20T00:00:00Z,14.3,0.1,0,28079103
720,2024-03-21T00:00:00Z,15.6,0.1,0,28079103
721,2024-03-22T00:00:00Z,16.1,0.0,0,28079103
722,2024-03-23T00:00:00Z,15.0,0.0,0,28079103
723,2024-03-24T00:00:00Z,14.3,0.0,0,28079103
724,2024-03-25T00:00:00Z,9.9,1.4,0,28079103
725,2024-03-26T00:00:00Z,4.1,3.9,0,28079103
726,2024-03-27T00:00:00Z,6.6,2.2,0,28079103
727,2024-03-28T00:00:00Z,8.4,12.4,0,28079103
728,2024-03-29T00:00:00Z,5.2,5.5,0,28079103
729,2024-03-30T00:00:00Z,5.3,6.8,0,28079103
730,2024-03-31T00:00:00Z,4.6,7.7,0,28079103
731,2024-04-01T00:00:00Z,5.7,3.8,0,28079103
732,2024-04-02T00:00:00Z,7.8,0.0,0,28079103
733,2024-04-03T00:00:00Z,10.8,0.0,0,28079103
734,2024-04-04T00:00:00Z,11.6,0.0,0,28079103
735,2024-04-05T00:00:00Z,13.8,0.0,0,28079103
736,2024-04-06T00:00:00Z,16.4,0.0,0,28079103
737,2024-04-07T00:00:00Z,15.2,0.0,0,28079103
738,2024-04-08T00:00:00Z,11.0,0.5,0,28079103
739,2024-04-09T00:00:00Z,8.9,0.0,0,28079103
740,2024-04-10T00:00:00Z,11.9,0.0,0,28079103
741,2024-04-11T00:00:00Z,16.2,0.0,0,28079103
742,2024-04-12T00:00:00Z,15.4,0.0,0,28079103
743,2024-04-13T00:00:00Z,16.3,0.0,0,28079103
744,2024-04-14T00:00:00Z,16.7,0.0,0,28079103
745,2024-04-15T00:00:00Z,18.1,0.0,0,28079103
746,2024-04-16T00:00:00Z,16.6,0.0,0,28079103
747,2024-04-17T00:00:00Z,13.9,0.0,0,28079103
748,2024-04-18T00:00:00Z,13.5,0.0,0,28079103
749,2024-04-19T00:00:00Z,12.5,0.0,0,28079103
750,2024-04-20T00:00:00Z,15.4,0.0,0,28079103
751,2024-04-21T00:00:00Z,14.9,0.0,0,28079103
752,2024-04-22T00:00:00Z,10.9,0.0,0,28079103
753,2024-04-23T00:00:00Z,9.1,0.0,0,28079103
754,2024-04-24T00:00:00Z,9.7,0.0,0,28079103
755,2024-04-25T00:00:00Z,10.7,0.0,0,28079103
756,2024-04-26T00:00:00Z,10.3,0.0,0,28079103
757,2024-04-27T00:00:00Z,8.7,6.2,0,28079103
758,2024-04-28T00:00:00Z,9.0,0.0,0,28079103
759,2024-04-29T00:00:00Z,10.4,0.0,0,28079103
760,2024-04-30T00:00:00Z,10.5,0.0,0,28079103
761,2024-05-01T00:00:00Z,8.0,1.3,0,28079103
762,2024-05-02T00:00:00Z,7.9,0.0,0,28079103
763,2024-05-03T00:00:00Z,10.1,0.0,0,28079103
764,2024-05-04T00:00:00Z,13.8,0.0,0,28079103
765,2024-05-05T00:00:00Z,13.7,2.8,0,28079103
766,2024-05-06T00:00:00Z,13.0,0.2,0,28079103
767,2024-05-07T00:00:00Z,13.2,0.0,0,28079103
768,2024-05-08T00:00:00Z,14.8,0.0,0,28079103
769,2024-05-09T00:00:00Z,16.5,0.0,0,28079103
770,2024-05-10T00:00:00Z,18.9,0.0,0,28079103
771,2024-05-11T00:00:00Z,19.2,0.0,0,28079103
772,2024-05-12T00:00:00Z,18.7,0.0,0,28079103
773,2024-05-13T00:00:00Z,18.4,0.0,0,28079103
774,2024-05-14T00:00:00Z,12.7,1.3,0,28079103
775,2024-05-15T00:00:00Z,11.6,0.0,0,28079103
776,2024-05-16T00:00:00Z,10.8,0.0,0,28079103
777,2024-05-17T00:00:00Z,12.7,0.0,0,28079103
778,2024-05-18T00:00:00Z,13.6,0.0,0,28079103
779,2024-05-19T00:00:00Z,13.4,0.0,0,28079103
780,2024-05-20T00:00:00Z,12.6,0.0,0,28079103
781,2024-05-21T00:00:00Z,12.6,1.5,0,28079103
782,2024-05-22T00:00:00Z,13.6,0.0,0,28079103
783,2024-05-23T00:00:00Z,15.3,0.0,0,28079103
784,2024-05-24T00:00:00Z,17.8,0.0,0,28079103
785,2024-05-25T00:00:00Z,18.7,0.0,0,28079103
786,2024-05-26T00:00:00Z,19.0,0.0,0,28079103
787,2024-05-27T00:00:00Z,20.2,0.0,0,28079103
788,2024-05-28T00:00:00Z,21.2,0.0,0,28079103
789,2024-05-29T00:00:00Z,23.6,0.0,0,28079103
790,2024-05-30T00:00:00Z,24.5,0.0,0,28079103
791,2024-05-31T00:00:00Z,20.2,0.0,0,28079103
792,2024-06-01T00:00:00Z,17.3,0.0,0,28079103
793,2024-06-02T00:00:00Z,17.8,0.0,0,28079103
794,2024-06-03T00:00:00Z,19.8,0.0,0,28079103
795,2024-06-04T00:00:00Z,21.7,0.0,0,28079103
796,2024-06-05T00:00:00Z,23.7,0.0,0,28079103
797,2024-06-06T00:00:00Z,24.0,3.8,0,28079103
798,2024-06-07T00:00:00Z,24.7,0.0,0,28079103
799,2024-06-08T00:00:00Z,17.0,4.5,0,28079103
800,2024-06-09T00:00:00Z,17.1,0.0,0,28079103
801,2024-06-10T00:00:00Z,14.5,31.1,0,28079103
802,2024-06-11T00:00:00Z,16.6,0.0,0,28079103
803,2024-06-12T00:00:00Z,16.9,4.2,0,28079103
804,2024-06-13T00:00:00Z,18.1,0.0,0,28079103
805,2024-06-14T00:00:00Z,20.5,0.0,0,28079103
806,2024-06-15T00:00:00Z,20.2,0.0,0,28079103
807,2024-06-16T00:00:00Z,20.3,0.0,0,28079103
808,2024-06-17T00:00:00Z,20.9,0.0,0,28079103
809,2024-06-18T00:00:00Z,18.1,1.9,0,28079103
810,2024-06-19T00:00:00Z,15.9,0.1,0,28079103
811,2024-06-20T00:00:00Z,14.3,0.5,0,28079103
812,2024-06-21T00:00:00Z,18.6,0.0,0,28079103
813,2024-06-22T00:00:00Z,20.6,0.0,0,28079103
814,2024-06-23T00:00:00Z,21.9,0.0,0,28079103
815,2024-06-24T00:00:00Z,23.0,0.0,0,28079103
816,2024-06-25T00:00:00Z,24.8,0.0,0,28079103
817,2024-06-26T00:00:00Z,22.4,0.3,0,28079103
818,2024-06-27T00:00:00Z,24.3,0.0,0,28079103
819,2024-06-28T00:00:00Z,20.1,0.0,0,28079103
820,2024-06-29T00:00:00Z,16.4,0.5,0,28079103
821,2024-06-30T00:00:00Z,18.7,0.0,0,28079103
822,2024-07-01T00:00:00Z,20.9,0.0,0,28079103
823,2024-07-02T00:00:00Z,21.6,0.0,0,28079103
824,2024-07-03T00:00:00Z,24.0,0.0,0,28079103
825,2024-07-04T00:00:00Z,26.4,0.0,0,28079103
826,2024-07-05T00:00:00Z,27.6,0.0,0,28079103
827,2024-07-06T00:00:00Z,25.4,0.0,0,28079103
828,2024-07-07T00:00:00Z,21.7,0.0,0,28079103
829,2024-07-08T00:00:00Z,23.7,0.0,0,28079103
830,2024-07-09T00:00:00Z,23.7,0.0,0,28079103
831,2024-07-10T00:00:00Z,24.6,0.0,0,28079103
832,2024-07-11T00:00:00Z,26.2,0.0,0,28079103
833,2024-07-12T00:00:00Z,25.2,0.0,0,28079103
834,2024-07-13T00:00:00Z,23.9,0.0,0,28079103
835,2024-07-14T00:00:00Z,23.8,0.0,0,28079103
836,2024-07-15T00:00:00Z,22.6,0.0,0,28079103
837,2024-07-16T00:00:00Z,23.0,0.0,0,28079103
838,2024-07-17T00:00:00Z,24.6,0.0,0,28079103
839,2024-07-18T00:00:00Z,25.8,0.0,0,28079103
840,2024-07-19T00:00:00Z,27.2,0.0,0,28079103
841,2024-07-20T00:00:00Z,25.8,0.0,0,28079103
842,2024-07-21T00:00:00Z,23.9,0.0,0,28079103
843,2024-07-22T00:00:00Z,24.6,0.0,0,28079103
844,2024-07-23T00:00:00Z,28.3,0.0,0,28079103
845,2024-07-24T00:00:00Z,30.3,0.0,0,28079103
846,2024-07-25T00:00:00Z,30.0,0.0,0,28079103
847,2024-07-26T00:00:00Z,28.9,0.0,0,28079103
848,2024-07-27T00:00:00Z,28.8,0.0,0,28079103
849,2024-07-28T00:00:00Z,29.0,0.0,0,28079103
850,2024-07-29T00:00:00Z,27.6,0.0,0,28079103
851,2024-07-30T00:00:00Z,28.5,0.0,0,28079103
852,2024-07-31T00:00:00Z,28.0,0.0,0,28079103
1279,2024-01-01T00:00:00Z,TEMPERATURA_DESCONOCIDO_1279,PRECIPITACION_DESCONOCIDO_1279,0,28079104
1280,2024-01-02T00:00:00Z,TEMPERATURA_DESCONOCIDO_1280,PRECIPITACION_DESCONOCIDO_1280,0,28079104
1281,2024-01-03T00:00:00Z,TEMPERATURA_DESCONOCIDO_1281,PRECIPITACION_DESCONOCIDO_1281,0,28079104
1282,2024-01-04T00:00:00Z,TEMPERATURA_DESCONOCIDO_1282,PRECIPITACION_DESCONOCIDO_1282,0,28079104
1283,2024-01-05T00:00:00Z,TEMPERATURA_DESCONOCIDO_1283,PRECIPITACION_DESCONOCIDO_1283,0,28079104
1284,2024-01-06T00:00:00Z,TEMPERATURA_DESCONOCIDO_1284,PRECIPITACION_DESCONOCIDO_1284,0,28079104
1285,2024-01-07T00:00:00Z,TEMPERATURA_DESCONOCIDO_1285,PRECIPITACION_DESCONOCIDO_1285,0,28079104
1286,2024-01-08T00:00:00Z,TEMPERATURA_DESCONOCIDO_1286,PRECIPITACION_DESCONOCIDO_1286,0,28079104
1287,2024-01-09T00:00:00Z,TEMPERATURA_DESCONOCIDO_1287,PRECIPITACION_DESCONOCIDO_1287,0,28079104
1288,2024-01-10T00:00:00Z,TEMPERATURA_DESCONOCIDO_1288,PRECIPITACION_DESCONOCIDO_1288,0,28079104
