_id,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,TIPO,CAPACIDAD_MAX,CANTIDAD_POR_TIPO_JUEGO
17013,AREA INFANTIL,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,434476.21,4485321.97,ETRS89,40.51603528,-3.77346984,PLAZA,SAN FERNANDO,4,28048.0,"PLAZA SAN FERNANDO , ASCENDIENTE 1: 081 · E",11043616.0,2018-11-06T00:00:00Z,I8008,AE21,8,INFANTIL,0,[]
17014,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441533.68,4483503.3,ETRS89,40.50017963,-3.6899987,RONDA,INGENIOSO HIDALGO,189,28034.0,"CALLE ALDONZA LORENZO 187 , ASCENDIENTE 1: 08",20052385.0,2022-08-25T00:00:00Z,I8009,AE21,9,INFANTIL,8,"[('INFANTIL', '8')]"
17015,AREA DE MAYORES,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,434406.06,4485564.32,ETRS89,40.51821286,-3.77432296,AVENIDA,GUARDIA,25,28048.0,"PARQUE MAR OCEANA , ASCENDIENTE 1: 081 ·",20014902.0,2004-01-01T00:00:00Z,M0801,AE21,2,MAYORES,2,"[('MAYORES', '2')]"
17016,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441497.03,4483500.43,ETRS89,40.50015119,-3.69043094,CALLE,ALDONZA LORENZO,19,28034.0,"CALLE ALDONZA LORENZO , ASCENDIENTE 1: 086 ·",20072344.0,2006-01-09T00:00:00Z,I8010,AE21,11,INFANTIL,4,"[('INFANTIL', '4')]"
17017,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441508.15,4483610.73,ETRS89,40.5011456,-3.6903099,PLAZA,TRES OLIVOS,7,28034.0,"PLAZA LOS TRES OLIVOS , ASCENDIENTE 1: 086",20129147.0,2009-08-20T00:00:00Z,I8011,AE21,5,INFANTIL,5,"[('INFANTIL', '5')]"
17018,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441505.06,4483662.25,ETRS89,40.50160949,-3.69035112,PLAZA,TRES OLIVOS,3,28034.0,"PLAZA LOS TRES OLIVOS , ASCENDIENTE 1: 086",20136196.0,2007-02-14T00:00:00Z,I8012,AE21,7,INFANTIL,0,[]
17019,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441693.97,4483676.998,ETRS89,40.50175564,-3.68812314,CALLE,ALONSO QUIJANO,45,28034.0,"PARQUE FUENCARRAL , ASCENDIENTE 1: 086 · VAL",20051689.0,2010-07-15T00:00:00Z,I8014,AE21,10,INFANTIL,6,"[('INFANTIL', '6')]"
17020,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441300.5,4483725.99,ETRS89,40.50216924,-3.69277106,CALLE,ALONSO QUIJANO,52,28034.0,"CALLE ALONSO QUIJANO , ASCENDIENTE 1: 086 · V",20076777.0,2004-09-13T00:00:00Z,I8015,AE21,6,INFANTIL,4,"[('INFANTIL', '4')]"
17021,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438768.366,4480433.104,ETRS89,40.47232285,-3.72233497,CALLE,JOAQUIN LORENZO,2,28035.0,"CALLE ISLA MALAITA , ASCENDIENTE 1: 083 · PEÑ",31040763.0,2005-04-11T00:00:00Z,I8016,AE21,10,INFANTIL,42,[]
17022,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438764.47,4480422.756,ETRS89,40.47222935,-3.72237993,CALLE,JOAQUIN LORENZO,2,28035.0,"CALLE ISLA MALAITA , ASCENDIENTE 1: 083 · PEÑ",31040763.0,2005-04-11T00:00:00Z,I8017,AE21,11,INFANTIL,42,"[('INFANTIL', '42')]"
17023,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441088.22,4482804.52,ETRS89,40.49385326,-3.69519052,CALLE,BADALONA,102,28034.0,"CALLE BADALONA , ASCENDIENTE 1: 086 · VALVERD",11048451.0,2004-09-13T00:00:00Z,I8018,AE21,6,INFANTIL,1,"[('INFANTIL', '1')]"
17024,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441062.19,4482789.52,ETRS89,40.49371629,-3.69549627,CALLE,BADALONA,106,28034.0,"CALLE BADALONA 106 , ASCENDIENTE 1: 086 · VAL",11048449.0,2005-10-03T00:00:00Z,I8019,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
17025,AREA DE MAYORES,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439788.61,4481208.22,ETRS89,40.47937997,-3.71037387,PASEO,VAGUADA,13,28029.0,"PARQUE LA VAGUADA CON AVENIDA BETANZOS , A",20095218.0,2004-01-01T00:00:00Z,M0802,AE21,8,MAYORES,15,"[('MAYORES', '15')]"
17026,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441141.79,4483240.32,ETRS89,40.49778291,-3.69459889,CALLE,SAN CUGAT DEL VALLES,6,28034.0,"CALLE SAN CUGAT DEL VALLES , ASCENDIENTE 1: 0",20046463.0,2006-04-20T00:00:00Z,I8020,AE21,12,INFANTIL,4,"[('INFANTIL', '4')]"
17027,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440976.68,4482669.01,ETRS89,40.49262461,-3.69649404,CALLE,SABADELL,178,28034.0,"CALLE SABADELL 178 , ASCENDIENTE 1: 086 · VAL",11048184.0,2006-01-09T00:00:00Z,I8021,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17028,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440935.124,4482480.147,ETRS89,40.49092031,-3.69696677,CALLE,MANRESA,90,28034.0,"CALLE MANRESA 90 , ASCENDIENTE 1: 086 · VALVE",11048275.0,2005-11-24T00:00:00Z,I8024,AE21,9,INFANTIL,6,"[('INFANTIL', '6')]"
17029,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438488.99,4481864.38,ETRS89,40.48519562,-3.72576929,CALLE,VALLE DE PINARES LLANOS,76,28035.0,"CALLE PINARES LLANOS CON PEÑA DEL ÁGUILA (ZONA II), ASCENDIENTE 1: 083",20085703.0,2009-10-27T00:00:00Z,I8025,AE21,12,INFANTIL,4,"[('INFANTIL', '4')]"
17030,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441357.39,4482946.79,ETRS89,40.49515394,-3.69202756,CALLE,DIVINA PASTORA,12,28034.0,"PARQUE FUENTE CHICA , ASCENDIENTE 1: 086 · V",11048745.0,2006-08-05T00:00:00Z,I8027,AE21,10,INFANTIL,3,"[('INFANTIL', '3')]"
17031,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438893.11,4482118.89,ETRS89,40.48751817,-3.72102597,PLAZA,VALLE DE LA JAROSA,113,28035.0,"PLAZA VALLE DE LA JAROSA 113 CON PEÑA DEL CUERVO , ASCENDIENTE 1",20088984.0,2001-03-14T00:00:00Z,I8029,AE21,7,INFANTIL,16,"[('INFANTIL', '16')]"
17032,AREA DE MAYORES,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441720.74,4482635.09,ETRS89,40.49237163,-3.68771137,CALLE,ISLAS JARVI,2,28034.0,"CALLE ISLAS JARVI 2 , ASCENDIENTE 1: 086 · VA",11048680.0,2004-01-01T00:00:00Z,M0803,AE21,5,MAYORES,12,"[('MAYORES', '12')]"
17033,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438744.11,4482251.46,ETRS89,40.48870142,-3.72279676,CALLE,VALLE DE ENMEDIO,91,28035.0,"CALLE VALLE DE ENMEDIO  , ASCENDIENTE 1: 087",20133321.0,2006-06-16T00:00:00Z,I8030,AE21,11,INFANTIL,0,[]
17034,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438952.051,4482252.377,ETRS89,40.488725,-3.72034341,CALLE,VALLE DE ENMEDIO,29,28035.0,"CALLE VALLE DE ENMEDIO , ASCENDIENTE 1: 087 ·",20092873.0,2006-07-28T00:00:00Z,I8031,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
17035,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439242.4,4482090.44,ETRS89,40.48728752,-3.71690213,AVENIDA,VENTISQUERO DE LA CONDESA,13,28035.0,"AVENIDA VENTISQUERO DE LA CONDESA 13 CON CERRO MINGUETE, ASCEN",20085775.0,2007-02-15T00:00:00Z,I8032,AE21,7,INFANTIL,2,"[('INFANTIL', '2')]"
17036,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439243.535,4482146.479,ETRS89,40.48779242,-3.71689411,AVENIDA,VENTISQUERO DE LA CONDESA,15,28035.0,"AVENIDA VENTISQUERO DE LA CONDESA CON VALLE DE ENMEDIO, ASCEN",20085742.0,2007-04-12T00:00:00Z,I8033,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
17037,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438503.5,4482125.55,ETRS89,40.4875494,-3.72562344,CALLE,PENA DEL AGUILA,24,28035.0,"CALLE PEÑA DEL AGUILA CON PLAZA DE LA JAROSA, ASCENDIENTE 1: 087",20092979.0,2006-04-20T00:00:00Z,I8034,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17038,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439969.56,4482772.5,ETRS89,40.49348466,-3.70838732,CALLE,NURIA,42,28034.0,"CALLE NURIA CON PAN DE AZÚCAR (CENTRO COMERCIAL), ASCENDIENTE 1: 087 · MIRASIE",11050427.0,2005-05-19T00:00:00Z,I8035,AE21,12,INFANTIL,2,"[('INFANTIL', '2')]"
17039,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438831.87,4481815.22,ETRS89,40.4847781,-3.72171921,PLAZA,PENA HORCAJO,8,28035.0,"CALLE RISCOS DE POLANCO  CON PEÑA HORCAJO, ASCENDIENTE 1: 083",20073920.0,2015-10-15T00:00:00Z,I8036,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
17040,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438930.03,4481554.93,ETRS89,40.48244055,-3.72053604,PLAZA,PICO SALVAGUARDIA,3,28035.0,"PLAZA PICO DE LA SALVAGUARDIA , ASCENDIENTE",31045117.0,2004-09-13T00:00:00Z,I8037,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
17041,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438756.69,4481516.11,ETRS89,40.48207808,-3.72257729,CALLE,RAMON GOMEZ DE LA SERNA,12,28035.0,"CALLE RAMON GOMEZ DE LA SERNA FRENTE A CALLE JULIO CALVO Nº12-14, ASCENDIENTE 1",20097801.0,2013-06-16T00:00:00Z,I8039,AE21,12,INFANTIL,1,"[('INFANTIL', '1')]"
17042,AREA DE MAYORES,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439954.95,4480907.45,ETRS89,40.47668257,-3.70838306,CALLE,MELCHOR FERNANDEZ ALMAGRO,66,28029.0,"PLAZA FONSAGRADA CON PLAZA REDONDELA , ASCE",11046728.0,2018-10-21T00:00:00Z,M0804,AE21,5,MAYORES,5,"[('MAYORES', '5')]"
17043,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438658.96,4481644.98,ETRS89,40.48323177,-3.72374274,CALLE,RAMON GOMEZ DE LA SERNA,21,28035.0,"CALLE RAMON GOMEZ DE LA SERNA 21 , ASCENDIENT",11045387.0,2006-07-13T00:00:00Z,I8040,AE21,6,INFANTIL,4,"[('INFANTIL', '4')]"
17044,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441623.63,4482807.54,ETRS89,40.4939183,-3.68887311,CALLE,ISLAS BRITANICAS,3,28034.0,"CALLE ISLAS BRITANICAS 3 , ASCENDIENTE 1: 086",11048623.0,2005-10-04T00:00:00Z,I8042,AE21,16,INFANTIL,0,[]
17045,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,442014.576,4482471.869,ETRS89,40.49092185,-3.68422933,CALLE,ISLA DE JAVA,45,28034.0,"CALLE ISLA DE JAVA 45 , ASCENDIENTE 1: 086 ·",11047552.0,2006-09-01T00:00:00Z,I8043,AE21,10,INFANTIL,2,"[('INFANTIL', '2')]"
17046,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438541.27,4481840.78,ETRS89,40.4849869,-3.7251502,CALLE,RAMON GOMEZ DE LA SERNA,22,28035.0,"CALLE PINARES LLANOS CON PEÑA DEL ÁGUILA (ZONA I), ASCENDIENTE 1: 083",20097816.0,2005-10-03T00:00:00Z,I8046,AE21,21,INFANTIL,2,"[('INFANTIL', '2')]"
17047,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441297.42,4482667.57,ETRS89,40.49263439,-3.69270933,CALLE,BADALONA,31,28034.0,"CALLE BADALONA 25 , ASCENDIENTE 1: 086 · VALV",11048026.0,2005-12-09T00:00:00Z,I8047,AE21,7,INFANTIL,2,"[('INFANTIL', '2')]"
17048,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440461.27,4481805.46,ETRS89,40.48480863,-3.70249448,CALLE,SANGENJO,17,28034.0,"CALLE SANGENJO 17 , ASCENDIENTE 1: 085 · LA P",11045848.0,2005-03-10T00:00:00Z,I8049,AE21,10,INFANTIL,16,"[('INFANTIL', '16')]"
17049,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440011.78,4481861.26,ETRS89,40.48527894,-3.70780289,CALLE,VALENCIA DE DON JUAN,1,28034.0,"CALLE GINZO DE LIMIA 55 , ASCENDIENTE 1: 085",11045780.0,2007-10-31T00:00:00Z,I8051,AE21,20,INFANTIL,6,"[('INFANTIL', '6')]"
17050,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440559.691,4481653.56,ETRS89,40.48344731,-3.70131906,CALLE,SANTIAGO DE COMPOSTELA,34,28034.0,"CALLE SANTIAGO DE COMPOSTELA , ASCENDIENTE 1:",11045907.0,2019-07-11T00:00:00Z,I8054,AE21,7,INFANTIL,3,"[('INFANTIL', '3')]"
17051,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440462.061,4481562.015,ETRS89,40.48261564,-3.70246229,CALLE,PEDRO RICO,45,28029.0,"CALLE PEDRO RICO , ASCENDIENTE 1: 085 · LA PA",11046931.0,2005-12-14T00:00:00Z,I8056,AE21,8,INFANTIL,4,"[('INFANTIL', '4')]"
17052,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440406.729,4481475.723,ETRS89,40.48183432,-3.70310697,CALLE,FINISTERRE,50,28029.0,"CALLE PEDRO RICO , ASCENDIENTE 1: 085 · LA PA",20098043.0,2012-03-05T00:00:00Z,I8057,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17053,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440769.63,4481659.71,ETRS89,40.48351772,-3.6988428,CALLE,PEDRO RICO,12,28029.0,"CALLE PEDRO RICO , ASCENDIENTE 1: 085 · LA PA",20182184.0,2006-02-20T00:00:00Z,I8058,AE21,10,INFANTIL,2,"[('INFANTIL', '2')]"
17054,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440741.6,4481808.41,ETRS89,40.48485526,-3.6991874,CALLE,SANTIAGO DE COMPOSTELA,12,28034.0,"CALLE SANTIAGO DE COMPOSTELA 22 , ASCENDIENTE",11045893.0,2004-12-14T00:00:00Z,I8059,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17055,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441143.675,4481347.573,ETRS89,40.48073246,-3.69440088,CALLE,ARZOBISPO MORCILLO,9,28029.0,"PARQUE NORTE , ASCENDIENTE 1: 085 · LA PAZ ,",20098064.0,2005-11-05T00:00:00Z,I8060,AE21,19,INFANTIL,8,"[('INFANTIL', '8')]"
17056,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440667.1,4481424.04,ETRS89,40.48138739,-3.70003038,CALLE,ANTONIO LOPEZ AGUADO,3,28029.0,"PARQUE NORTE(ZONA2) , ASCENDIENTE 1: 085 · L",11046923.0,2006-07-28T00:00:00Z,I8061,AE21,8,INFANTIL,15,[]
17057,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440571.85,4481486.2,ETRS89,40.48194054,-3.70115992,CALLE,ANTONIO LOPEZ AGUADO,12,28029.0,"PARQUE NORTE(ZONA3) 49 , ASCENDIENTE 1: 085",11046935.0,2001-09-13T00:00:00Z,I8062,AE21,9,INFANTIL,4,"[('INFANTIL', '4')]"
17058,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440699.669,4481504.623,ETRS89,40.48211564,-3.69965369,CALLE,ANTONIO LOPEZ AGUADO,3,28029.0,"PARQUE NORTE , ASCENDIENTE 1: 085 · LA PAZ ,",11046923.0,2006-01-25T00:00:00Z,I8063,AE21,15,INFANTIL,15,"[('INFANTIL', '15')]"
17059,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441234.142,4481255.332,ETRS89,40.47990793,-3.69332505,AVENIDA,MONFORTE DE LEMOS,8,28029.0,"PARQUE NORTE , ASCENDIENTE 1: 085 · LA PAZ ,",20095286.0,2004-09-13T00:00:00Z,I8067,AE21,12,INFANTIL,33,[]
17060,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440946.13,4481426.42,ETRS89,40.48142872,-3.69673874,CALLE,ARZOBISPO MORCILLO,30,28029.0,"CALLE ARZOBISPO MORCILLO 30 , ASCENDIENTE 1:",11046968.0,2004-12-14T00:00:00Z,I8069,AE21,8,INFANTIL,2,"[('INFANTIL', '2')]"
17061,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439896.97,4481616.6,ETRS89,40.48306665,-3.70913425,CALLE,FERMIN CABALLERO,62,28034.0,"CALLE FERMIN CABALLERO Nº 60-62-64, ASCENDIENTE 1: 084 ·",20148651.0,2006-05-08T00:00:00Z,I8070,AE21,7,INFANTIL,16,"[('INFANTIL', '16')]"
17062,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439618.14,4481574.46,ETRS89,40.48266681,-3.71241981,CALLE,FERMIN CABALLERO,70,28034.0,"PLAZA ESQUIVIAS FERMIN CABALLERO Nº70 POSTERIOR, ASCENDIENTE 1: 084 · BARR",11045739.0,2005-09-30T00:00:00Z,I8072,AE21,11,INFANTIL,6,"[('INFANTIL', '6')]"
17063,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439350.25,4481476.58,ETRS89,40.48176555,-3.71557093,PLAZA,LA CAROLINA,7,28034.0,"PLAZA DE LA CAROLINA 7, ASCENDIENTE 1: 083 ·",11045667.0,2005-05-11T00:00:00Z,I8073,AE21,7,INFANTIL,3,"[('INFANTIL', '3')]"
17064,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440283.18,4480885.7,ETRS89,40.4765103,-3.70450898,CALLE,MELCHOR FERNANDEZ ALMAGRO,48,28029.0,"CALLE MELCHOR FERNANDEZ ALMAGRO   48 , ASCEND",11046764.0,2018-07-24T00:00:00Z,I8076,AE21,8,INFANTIL,3,"[('INFANTIL', '3')]"
17065,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440346.451,4480532.849,ETRS89,40.47333623,-3.70372941,AVENIDA,EL FERROL,7,28029.0,"AVENIDA DEL FERROL 07 POSTERIOR, ASCENDIENTE 1: 084 ·",20016008.0,2005-05-11T00:00:00Z,I8078,AE21,9,INFANTIL,5,"[('INFANTIL', '5')]"
17066,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440230.74,4480536.85,ETRS89,40.47336396,-3.70509473,AVENIDA,EL FERROL,21,28029.0,"AVENIDA DEL FERROL 21 POSTERIOR, ASCENDIENTE 1: 084 ·",11046304.0,2004-09-13T00:00:00Z,I8079,AE21,14,INFANTIL,2,"[('INFANTIL', '2')]"
17067,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439135.8,4481407.36,ETRS89,40.4811263,-3.71809427,CALLE,ISLAS CIES,4,28035.0,"CALLE ISLAS CIES CON ISLA DE TAVIRA (III), ASCENDIENTE 1: 083 · PEÑAG",31010614.0,2007-11-04T00:00:00Z,I8080,AE21,8,INFANTIL,1,"[('INFANTIL', '1')]"
17068,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438289.99,4481701.95,ETRS89,40.48371763,-3.7281013,CALLE,RAMON GOMEZ DE LA SERNA,75,28035.0,"CALLE RAMON GOMEZ DE LA SERNA 75 , ASCENDIENT",11051209.0,2006-11-12T00:00:00Z,I8081,AE21,21,INFANTIL,9,"[('INFANTIL', '9')]"
17069,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440300.46,4480757.37,ETRS89,40.4753555,-3.70429306,AVENIDA,EL FERROL,12,28029.0,"AVENIDA DEL FERROL 12 POSTERIOR, ASCENDIENTE 1: 084 ·",11046293.0,2007-04-11T00:00:00Z,I8082,AE21,15,INFANTIL,6,"[('INFANTIL', '6')]"
17070,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441826.28,4481650.04,ETRS89,40.48350531,-3.68637565,CALLE,SAN MODESTO,6,28034.0,"CALLE SAN MODESTO 6 , JUNTO AL METRO (ZONA I)",11047029.0,2013-09-26T00:00:00Z,I8083,AE21,8,INFANTIL,4,"[('INFANTIL', '4')]"
17071,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441854.87,4481823.95,ETRS89,40.48507396,-3.6860543,CALLE,MARCOS DE ORUETA,7,28034.0,"CALLE MARCOS DE ORUETA 7 , ASCENDIENTE 1: 086",20149134.0,2004-09-13T00:00:00Z,I8086,AE21,6,INFANTIL,11,[]
17072,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441688.32,4481825.39,ETRS89,40.48507526,-3.68801942,CALLE,SAN DACIO,20,28034.0,"CALLE SAN DACIO 20 , ASCENDIENTE 1: 086 · VAL",11047129.0,2005-09-30T00:00:00Z,I8087,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17073,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439156.65,4481448.16,ETRS89,40.48149537,-3.71785221,CALLE,ISLA DE TAVIRA,6,28035.0,"CALLE ISLAS CIES CON ISLA DE TAVIRA (II), ASCENDIENTE 1: 083 · PEÑAG",20015634.0,2006-02-20T00:00:00Z,I8088,AE21,6,INFANTIL,2,"[('INFANTIL', '2')]"
17074,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440807.134,4481203.139,ETRS89,40.47940742,-3.69835771,AVENIDA,MONFORTE DE LEMOS,19,28029.0,"CALLE MONFORTE DE LEMOS , ASCENDIENTE 1: 085",20095242.0,2007-04-11T00:00:00Z,I8089,AE21,12,INFANTIL,9,"[('INFANTIL', '9')]"
17075,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440895.076,4481074.139,ETRS89,40.47825161,-3.69730822,CALLE,VILLA DE MARIN,51,28029.0,"CALLE VILLA DEL MARIN 51 , ASCENDIENTE 1: 085",20098088.0,2007-02-14T00:00:00Z,I8090,AE21,13,INFANTIL,7,"[('INFANTIL', '7')]"
17076,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440048.15,4481035.96,ETRS89,40.47784697,-3.70729575,PLAZA,ARTEIJO,16,28029.0,"PLAZA ARTEIJO , ASCENDIENTE 1: 084 · BARRIO",20016022.0,2006-01-09T00:00:00Z,I8091,AE21,5,INFANTIL,0,[]
17077,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440171.62,4481074.17,ETRS89,40.47820008,-3.7058428,PLAZA,MONDARIZ,14,28029.0,"PLAZA PLAZA DE ARTEIJO Y MONDARIZ , ASCENDIEN",31050644.0,2005-11-05T00:00:00Z,I8092,AE21,7,INFANTIL,4,"[('INFANTIL', '4')]"
17078,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440459.62,4481035.39,ETRS89,40.47787143,-3.70244164,CALLE,FINISTERRE,19,28029.0,"CALLE FINISTERRE AL LADO DEL Nº 19, ASCENDIENTE 1: 085 · LA PA",31045119.0,2002-01-29T00:00:00Z,I8093,AE21,23,INFANTIL,0,[]
17079,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437905.95,4481376.85,ETRS89,40.4807604,-3.73260031,CALLE,DOCTOR REINOSA,15,28035.0,"CALLE DOCTOR REINOSA , ASCENDIENTE 1: 083 · P",31020689.0,2005-05-11T00:00:00Z,I8095,AE21,7,INFANTIL,3,"[('INFANTIL', '3')]"
17080,AREA INFANTIL,83,PENAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437592.41,4481269.32,ETRS89,40.47976823,-3.73628865,CALLE,LEOPOLDO ALAS CLARIN,3,28035.0,"CALLE LEOPOLDO ALAS CLARIN 3 , ASCENDIENTE 1:",20165998.0,2006-04-18T00:00:00Z,I8096,AE21,8,INFANTIL,2,"[('INFANTIL', '2')]"
17081,AREA INFANTIL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439543.299,4480364.592,ETRS89,40.47176244,-3.71318742,CALLE,CELANOVA,17,28029.0,"CALLE CELANOVA Nº 17-19 , ASCENDIENTE 1: 084",11046232.0,2004-09-13T00:00:00Z,I8097,AE21,20,INFANTIL,5,"[('INFANTIL', '5')]"
